                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.5151,                 5.2721,                 1.4859,                0.29092,                   0.75,                0.40258,                0.25316,                 1.9398,                 7.9466,                 1.5399,                0.00159,                0.00159,                0.00159
                     16,                 1.4769,                 5.4082,                 1.4519,                0.29092,                   0.75,                0.40258,                0.25316,                 1.9398,                 7.9466,                 1.5399,              0.0015845,              0.0015845,              0.0015845
                     17,                 1.0755,                 3.0691,                 1.2293,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,               0.001579,               0.001579,               0.001579
                     18,                 1.7479,                 3.3949,                 1.5446,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,              0.0015735,              0.0015735,              0.0015735
                     19,                  1.966,                 3.6293,                 1.7507,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,               0.001568,               0.001568,               0.001568
                     20,                 1.6004,                 3.1862,                  1.357,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,              0.0015625,              0.0015625,              0.0015625
                     21,                 1.5908,                 3.6465,                 1.3587,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,               0.001557,               0.001557,               0.001557
                     22,                  1.133,                 3.4674,                 1.1451,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,              0.0015515,              0.0015515,              0.0015515
                     23,                 1.4641,                 3.0166,                 1.4217,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,               0.001546,               0.001546,               0.001546
                     24,                 1.3552,                 3.7472,                 1.3319,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,              0.0015405,              0.0015405,              0.0015405
                     25,                 1.5847,                  3.642,                 1.6254,                0.29092,                   0.75,                0.40258,                0.25316,                 2.5713,                  6.088,                 2.6349,               0.001535,               0.001535,               0.001535
                     26,                  1.414,                 2.9675,                 1.2795,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,              0.0015295,              0.0015295,              0.0015295
                     27,                 1.6707,                 2.0909,                  1.473,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,               0.001524,               0.001524,               0.001524
                     28,                 1.2274,                 1.8117,                 1.1938,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,              0.0015185,              0.0015185,              0.0015185
                     29,                 1.7643,                   2.18,                 1.6945,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,               0.001513,               0.001513,               0.001513
                     30,                 1.6908,                 3.6275,                 1.4893,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,              0.0015075,              0.0015075,              0.0015075
                     31,                 1.4086,                 2.6575,                 1.4068,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,               0.001502,               0.001502,               0.001502
                     32,                 1.3823,                 2.1462,                 1.3471,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,              0.0014965,              0.0014965,              0.0014965
                     33,                 1.5599,                 2.7513,                  1.608,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,               0.001491,               0.001491,               0.001491
                     34,                 1.3362,                 3.6066,                 1.1068,                0.04288,                    0.5,                0.34195,                0.15249,                 2.1744,                 86.196,                 1.7385,              0.0014855,              0.0014855,              0.0014855
                     35,                 1.8736,                 2.4598,                 1.6393,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,                0.00148,                0.00148,                0.00148
                     36,                 2.0417,                 2.1983,                 2.0017,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,              0.0014745,              0.0014745,              0.0014745
                     37,                 1.6675,                 2.2338,                 1.6641,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,               0.001469,               0.001469,               0.001469
                     38,                 1.5657,                 2.2214,                 1.5255,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,              0.0014635,              0.0014635,              0.0014635
                     39,                 1.6115,                 2.3803,                 1.5725,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,               0.001458,               0.001458,               0.001458
                     40,                 1.5866,                  1.906,                 1.6279,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,              0.0014525,              0.0014525,              0.0014525
                     41,                 1.5696,                 2.0688,                 1.5811,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,               0.001447,               0.001447,               0.001447
                     42,                 2.0065,                 2.5128,                 1.9042,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,              0.0014415,              0.0014415,              0.0014415
                     43,                 1.6012,                 2.0812,                  1.629,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,               0.001436,               0.001436,               0.001436
                     44,                 1.7424,                 2.1046,                 1.5428,                0.39004,                    0.5,                 0.2478,                0.18574,                 1.6118,                 6.8913,                 1.4146,              0.0014305,              0.0014305,              0.0014305
                     45,                 1.7375,                 1.7915,                 1.6243,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,               0.001425,               0.001425,               0.001425
                     46,                 1.9157,                 2.0774,                 1.7179,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0014195,              0.0014195,              0.0014195
                     47,                 1.8249,                 1.8056,                 1.6335,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0014139,              0.0014139,              0.0014139
                     48,                 2.2469,                 2.1983,                 1.8307,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0014084,              0.0014084,              0.0014084
                     49,                 2.0405,                 2.2451,                 1.9172,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0014029,              0.0014029,              0.0014029
                     50,                 1.5752,                 2.0902,                 1.3457,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0013974,              0.0013974,              0.0013974
                     51,                 1.4912,                 1.6784,                 1.3378,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0013919,              0.0013919,              0.0013919
                     52,                 1.7634,                 2.0682,                 1.4665,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0013864,              0.0013864,              0.0013864
                     53,                 2.0981,                 1.9984,                 2.1454,                0.00683,                    0.5,                0.05385,                0.02299,                  2.085,                 4.1397,                 1.9718,              0.0013809,              0.0013809,              0.0013809
                     54,                  2.057,                  2.158,                 1.8361,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013754,              0.0013754,              0.0013754
                     55,                  2.006,                 4.3424,                 1.6308,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013699,              0.0013699,              0.0013699
                     56,                 1.5008,                 4.2695,                 1.4912,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013644,              0.0013644,              0.0013644
                     57,                 2.1647,                 2.8725,                  1.704,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013589,              0.0013589,              0.0013589
                     58,                 2.1938,                  2.533,                  1.874,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013534,              0.0013534,              0.0013534
                     59,                  2.312,                  2.911,                  1.762,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013479,              0.0013479,              0.0013479
                     60,                 1.9688,                 2.5474,                 1.5654,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013424,              0.0013424,              0.0013424
                     61,                 1.9534,                 2.1576,                 1.5892,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013369,              0.0013369,              0.0013369
                     62,                 2.0637,                  2.342,                 1.8429,                0.28687,                0.21515,                0.26231,                0.09321,                 2.7425,                  3.659,                 2.2981,              0.0013314,              0.0013314,              0.0013314
                     63,                 1.7356,                 1.8503,                 1.5553,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0013259,              0.0013259,              0.0013259
                     64,                  1.703,                 2.2756,                 1.6063,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0013204,              0.0013204,              0.0013204
                     65,                 2.0537,                 2.1889,                 1.8168,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0013149,              0.0013149,              0.0013149
                     66,                 2.0421,                 2.3182,                 1.8343,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0013094,              0.0013094,              0.0013094
                     67,                 2.0047,                 2.1688,                 1.8216,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0013039,              0.0013039,              0.0013039
                     68,                 1.5937,                 1.5538,                 1.5283,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0012984,              0.0012984,              0.0012984
                     69,                 2.2086,                 2.2577,                 1.7118,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0012929,              0.0012929,              0.0012929
                     70,                 2.2952,                 2.0574,                 1.8924,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0012874,              0.0012874,              0.0012874
                     71,                 1.6774,                 2.1024,                 1.5569,                0.94734,                   0.25,                 0.2607,                0.25107,                 2.5997,                 2.8819,                 2.2126,              0.0012819,              0.0012819,              0.0012819
                     72,                 2.1484,                 2.5255,                 1.7038,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012764,              0.0012764,              0.0012764
                     73,                 2.3594,                 2.2699,                 2.2586,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012709,              0.0012709,              0.0012709
                     74,                 2.1456,                 2.0778,                 1.8315,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012654,              0.0012654,              0.0012654
                     75,                 2.1246,                 1.9348,                 1.8933,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012599,              0.0012599,              0.0012599
                     76,                 2.1272,                 2.1774,                 1.8186,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012544,              0.0012544,              0.0012544
                     77,                 1.7619,                 2.3866,                 1.5824,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012489,              0.0012489,              0.0012489
                     78,                 2.1994,                 2.2783,                 1.7037,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012434,              0.0012434,              0.0012434
                     79,                 1.9686,                 2.3297,                 1.7982,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012379,              0.0012379,              0.0012379
                     80,                 2.2324,                 2.3579,                 1.8122,                0.93299,                    0.5,                 0.6325,                 0.3715,                 2.8174,                 2.8026,                 2.6933,              0.0012324,              0.0012324,              0.0012324
                     81,                 2.4908,                 2.2138,                 1.8282,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0012269,              0.0012269,              0.0012269
                     82,                 2.2565,                 2.4032,                 1.9627,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0012214,              0.0012214,              0.0012214
                     83,                 1.8948,                 1.9613,                 1.9269,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0012159,              0.0012159,              0.0012159
                     84,                 2.1858,                 1.9622,                 1.9306,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0012104,              0.0012104,              0.0012104
                     85,                  1.583,                 2.1224,                 1.5137,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0012049,              0.0012049,              0.0012049
                     86,                 2.1711,                 2.2814,                 2.0206,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0011994,              0.0011994,              0.0011994
                     87,                 1.9941,                 2.4296,                 1.7783,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0011939,              0.0011939,              0.0011939
                     88,                 2.1328,                 2.0633,                 1.8585,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0011884,              0.0011884,              0.0011884
                     89,                 2.0401,                  2.268,                 1.6916,                0.73162,                      1,                  0.796,                 0.1898,                 2.8672,                 1.9253,                 3.1894,              0.0011829,              0.0011829,              0.0011829
                     90,                 2.0535,                 2.2954,                 2.0061,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011774,              0.0011774,              0.0011774
                     91,                 2.2797,                 2.5523,                 2.1946,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011719,              0.0011719,              0.0011719
                     92,                 2.0124,                 2.3795,                 1.7464,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011664,              0.0011664,              0.0011664
                     93,                 1.6525,                 2.0981,                  1.625,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011609,              0.0011609,              0.0011609
                     94,                  1.745,                 2.2766,                 1.6711,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011554,              0.0011554,              0.0011554
                     95,                 1.8132,                 2.0791,                 1.5821,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011499,              0.0011499,              0.0011499
                     96,                 1.7689,                 1.9867,                 1.6004,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011444,              0.0011444,              0.0011444
                     97,                 1.5991,                 2.1571,                 1.4183,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011389,              0.0011389,              0.0011389
                     98,                  1.949,                 2.2777,                 1.7621,                0.31527,                    0.5,                0.25591,                0.09497,                 2.1868,                 3.2711,                 2.3656,              0.0011334,              0.0011334,              0.0011334
                     99,                 2.0007,                 2.3337,                 1.8406,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0011279,              0.0011279,              0.0011279
                    100,                 1.8957,                 1.8737,                  1.654,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0011224,              0.0011224,              0.0011224
                    101,                 2.0176,                  2.073,                 1.6171,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0011169,              0.0011169,              0.0011169
                    102,                 2.1955,                 2.3262,                 1.7954,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0011114,              0.0011114,              0.0011114
                    103,                 1.8087,                 2.2748,                  1.605,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0011059,              0.0011059,              0.0011059
                    104,                 1.8355,                 2.0064,                 1.6925,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0011004,              0.0011004,              0.0011004
                    105,                 1.7131,                 2.2256,                 1.5748,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0010949,              0.0010949,              0.0010949
                    106,                 1.7629,                 2.0917,                  1.599,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0010894,              0.0010894,              0.0010894
                    107,                 2.0031,                 1.7739,                 1.4964,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0010839,              0.0010839,              0.0010839
                    108,                 2.1101,                 1.9501,                 1.6252,                0.59733,                0.74331,                0.63591,                0.19023,                 1.9057,                 2.1958,                  1.774,              0.0010784,              0.0010784,              0.0010784
                    109,                 2.1257,                 2.0083,                 1.6488,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010729,              0.0010729,              0.0010729
                    110,                 2.1815,                 2.0143,                  1.852,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010674,              0.0010674,              0.0010674
                    111,                 2.2872,                 1.7283,                 1.8494,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010619,              0.0010619,              0.0010619
                    112,                 2.3448,                 2.1881,                 1.8789,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010564,              0.0010564,              0.0010564
                    113,                 2.1151,                 2.3295,                 1.7513,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010509,              0.0010509,              0.0010509
                    114,                 2.3064,                 1.9884,                 1.8111,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010454,              0.0010454,              0.0010454
                    115,                 2.3731,                 2.2549,                  1.814,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010399,              0.0010399,              0.0010399
                    116,                 2.2715,                 2.3469,                 1.8671,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010344,              0.0010344,              0.0010344
                    117,                 2.6804,                 2.2224,                 2.3576,                0.32819,                   0.75,                0.31858,                 0.1576,                 1.8583,                 1.6115,                 1.7142,              0.0010289,              0.0010289,              0.0010289
                    118,                 2.1734,                 2.1388,                 1.7138,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,              0.0010234,              0.0010234,              0.0010234
                    119,                 2.2154,                 2.1028,                  1.794,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,              0.0010179,              0.0010179,              0.0010179
                    120,                 2.1632,                 2.1607,                 1.7185,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,              0.0010124,              0.0010124,              0.0010124
                    121,                 2.5053,                 1.9844,                 1.9523,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,              0.0010069,              0.0010069,              0.0010069
                    122,                 1.9079,                 1.6889,                 1.7824,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,              0.0010014,              0.0010014,              0.0010014
                    123,                 2.2817,                 2.0687,                 1.7744,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,             0.00099587,             0.00099587,             0.00099587
                    124,                 2.0814,                 1.9139,                 1.8457,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,             0.00099036,             0.00099036,             0.00099036
                    125,                 1.7923,                 2.0609,                 1.4783,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,             0.00098486,             0.00098486,             0.00098486
                    126,                 2.1503,                  2.079,                 1.7965,                0.19534,                   0.25,                0.17437,                0.08829,                  2.301,                  3.075,                 2.2572,             0.00097936,             0.00097936,             0.00097936
                    127,                 1.9933,                   1.93,                 1.5482,                0.23468,                      1,                0.24875,                0.08507,                 2.0517,                 4.3781,                 2.0605,             0.00097386,             0.00097386,             0.00097386
                    128,                 1.9127,                 1.7526,                 1.7363,                0.23468,                      1,                0.24875,                0.08507,                 2.0517,                 4.3781,                 2.0605,             0.00096836,             0.00096836,             0.00096836
                    129,                 1.7316,                 1.7907,                 1.4089,                0.23468,                      1,                0.24875,                0.08507,                 2.0517,                 4.3781,                 2.0605,             0.00096286,             0.00096286,             0.00096286
                    130,                 2.4238,                 1.7828,                 2.0277,                0.23468,                      1,                0.24875,                0.08507,                 2.0517,                 4.3781,                 2.0605,             0.00095736,             0.00095736,             0.00095736
